Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,YrSold,SaleType,SaleCondition,SalePrice
251,20,RL,120,10356,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,969,0,969,0,3,1,5,2007,WD,Normal,122000
252,20,RL,107,13891,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,1710,0,1710,1,2,1,6,2008,New,Partial,372402
253,60,RL,NA,14803,Pave,NA,IR1,Lvl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,1097,896,1993,0,4,1,8,2006,WD,Normal,190000
254,20,RL,NA,13500,Pave,NA,Reg,Lvl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,1252,0,1252,1,1,1,4,2008,WD,Normal,235000
255,30,RM,84,11340,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,1200,0,1200,0,4,1,7,2006,WD,Family,125000
256,50,RL,60,9600,Pave,NA,Reg,Lvl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,572,524,1096,0,2,1,5,2008,WD,Normal,79000
257,20,RL,60,7200,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,1040,0,1040,0,2,1,5,2006,WD,Normal,109500
258,60,RL,92,12003,Pave,NA,Reg,Lvl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,774,1194,1968,0,4,1,8,2010,New,Partial,269500
259,60,FV,100,12552,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,991,956,1947,0,3,1,8,2010,WD,Normal,254900
260,60,RL,134,19378,Pave,NA,IR1,HLS,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,1392,1070,2462,1,4,1,9,2006,New,Partial,320000
261,20,RL,NA,11120,Pave,NA,IR1,Lvl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,1232,0,1232,0,3,1,6,2008,WD,Normal,162500
262,60,RL,110,13688,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,2004,1572,1096,2668,1,3,1,10,2008,WD,Normal,412500
263,20,RL,95,12182,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,1541,0,1541,0,3,1,7,2010,New,Partial,220000
264,45,RL,55,5500,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,882,0,882,0,1,1,4,2007,WD,Normal,103200
265,40,RM,40,5400,Pave,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,1149,467,1616,0,3,1,5,2007,WD,Normal,152000
266,190,RL,62,10106,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,808,547,1355,1,4,2,6,2008,WD,Normal,127500
267,20,RL,NA,10708,Pave,NA,IR1,Lvl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,1867,0,1867,1,2,1,7,2009,COD,Normal,190000
268,60,RL,86,10562,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,1610,551,2161,1,3,1,8,2007,New,Partial,325624
269,60,RL,62,8244,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,840,880,1720,0,3,1,7,2007,WD,Normal,183500
270,20,RL,NA,16669,Pave,NA,IR1,Lvl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,1707,0,1707,0,2,1,6,2006,WD,Normal,228000
271,50,RM,NA,12358,Pave,NA,IR1,Lvl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,854,0,1382,0,2,1,7,2007,WD,Normal,128500
272,20,RL,141,31770,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,1656,0,1656,1,3,1,7,2010,WD,Normal,215000
273,160,RL,44,5306,Pave,NA,IR1,Lvl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,1064,703,1767,1,2,1,5,2006,WD,Normal,239000
274,20,RL,80,10197,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,1362,0,1362,1,3,1,6,2008,COD,Normal,163000
275,20,RL,47,12416,Pave,NA,IR1,Lvl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,1651,0,1651,1,3,1,7,2008,WD,Normal,184000
276,20,RL,84,12615,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,2158,0,2158,1,4,1,7,2007,WD,Normal,243000
277,60,RL,97,10029,Pave,NA,IR1,Lvl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,1164,896,2060,0,4,1,8,2007,WD,Normal,211000
278,50,RL,NA,13650,Pave,NA,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,1252,668,1920,1,4,1,8,2006,WD,Normal,172500
279,20,RL,63,17423,Pave,NA,IR1,Lvl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,2234,0,2234,1,1,1,9,2009,New,Partial,501837
280,30,RM,60,8520,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,968,0,968,0,2,1,5,2007,WD,Normal,100000
281,160,FV,NA,2117,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,769,756,1525,0,3,1,5,2007,WD,Normal,177000
282,70,RL,54,7588,Pave,NA,Reg,Lvl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,901,901,1802,0,4,1,9,2006,WD,Normal,200100
283,20,RL,60,9060,Pave,NA,Reg,Lvl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,1340,0,1340,0,3,1,7,2007,WD,Normal,120000
284,50,RM,63,11426,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,1362,720,2082,0,3,1,6,2008,WD,Normal,200000
285,50,RL,92,7438,Pave,NA,IR1,Lvl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,936,316,1252,0,3,1,5,2006,WD,Normal,127000
286,75,RM,90,22950,Pave,NA,IR2,Lvl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,1518,1518,3608,0,4,1,12,2006,WD,Normal,475000
287,80,RL,NA,9947,Pave,NA,IR1,Lvl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,1217,0,1217,1,3,1,6,2009,WD,Normal,173000
288,50,RL,60,10410,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,808,704,1656,0,3,1,8,2009,WD,Normal,135000
289,90,RL,64,7018,Pave,NA,Reg,Bnk,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,1224,0,1224,2,2,2,6,2009,WD,Alloca,153337
290,120,RL,41,4923,Pave,NA,Reg,Lvl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,1593,0,1593,1,0,1,5,2008,WD,Normal,286000
291,70,RL,70,10570,Pave,NA,Reg,Bnk,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,1549,1178,2727,0,3,1,10,2007,WD,Normal,315000
292,60,RL,NA,7472,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,725,754,1479,1,4,1,7,2007,WD,Normal,184000
293,20,RL,68,9017,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,1431,0,1431,1,3,1,6,2009,WD,Normal,192000
294,160,RM,24,2522,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,970,739,1709,0,3,1,7,2006,WD,Normal,130000
295,20,RL,60,7180,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,864,0,864,0,3,1,5,2008,WD,Normal,127000
296,160,RL,24,2280,Pave,NA,Reg,Lvl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,855,601,1456,0,3,1,7,2009,WD,Normal,148500
297,20,RL,79,9416,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,1726,0,1726,1,3,1,8,2007,New,Partial,311872
298,75,RL,174,25419,Pave,NA,Reg,Lvl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,1360,1360,3112,1,4,1,8,2006,WD,Abnorml,235000
299,75,RM,92,5520,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,929,929,2229,0,5,1,8,2009,WD,Abnorml,104000
300,20,RL,76,9591,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,1713,0,1713,1,3,1,7,2009,WD,Normal,274900
301,20,RM,80,8546,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,1121,0,1121,0,2,1,5,2010,WD,Normal,140000
302,20,RL,75,10125,Pave,NA,Reg,Lvl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,1279,0,1279,0,3,1,6,2008,WD,Normal,171500
303,50,RL,50,7000,Pave,NA,Reg,Lvl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,865,445,1310,0,2,1,6,2006,COD,Normal,112000
304,120,RM,NA,4438,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,848,0,848,1,1,1,3,2008,WD,Normal,149000
305,50,RM,50,3500,Pave,Grvl,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,720,564,1284,0,2,1,5,2009,WD,Normal,110000
306,20,RL,99,11851,Pave,NA,Reg,Lvl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,1442,0,1442,0,3,1,5,2009,WD,Normal,180500
307,20,RL,40,13673,Pave,NA,IR1,Lvl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,1696,0,1696,0,3,1,8,2007,WD,Normal,143900
308,20,RL,NA,12493,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,1100,0,1100,1,3,1,6,2008,WD,Normal,141000
309,60,RL,NA,14364,Pave,NA,IR1,Low,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,1180,882,2062,1,3,1,7,2007,WD,Normal,277000
310,20,RL,75,8250,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,1092,0,1092,1,3,1,6,2008,WD,Normal,145000
311,30,RL,67,5604,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,864,0,864,1,2,1,5,2008,WD,Normal,98000
312,20,RL,83,10420,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,1212,0,1212,0,3,1,6,2010,WD,Normal,186000
313,60,FV,72,8640,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,932,920,1852,1,3,1,7,2009,New,Partial,252678
314,20,RL,43,13568,Pave,NA,IR2,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,990,0,990,0,3,1,5,2006,WD,Normal,156000
315,60,RL,NA,10900,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,689,703,1392,0,3,1,6,2010,WD,Normal,161750
316,20,RL,72,10011,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,1236,0,1236,0,2,1,6,2006,WD,Normal,134450
317,20,RL,65,8450,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,1436,0,1436,1,3,1,8,2008,WD,Normal,210000
318,70,RM,57,9906,Pave,Grvl,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,810,518,1328,0,3,1,8,2006,WD,Family,107000
319,50,RL,NA,15660,Pave,NA,IR1,Lvl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,1137,817,1954,0,3,1,8,2008,WD,Normal,311500
320,120,RL,43,3010,Pave,NA,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,1248,0,1248,0,2,1,5,2006,New,Partial,167240
321,20,RL,73,8990,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,1498,0,1498,0,2,1,5,2006,New,Partial,204900
322,60,RL,NA,8068,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,1010,1257,2267,0,4,1,8,2009,ConLI,Normal,200000
323,60,RL,85,11475,Pave,NA,Reg,Lvl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,811,741,1552,1,3,1,6,2006,WD,Normal,179900
324,20,RL,70,10500,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,864,0,864,0,2,1,4,2009,WD,Abnorml,97000
325,20,RL,103,13472,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,2392,0,2392,0,3,1,8,2009,WD,Normal,386250
326,160,RM,21,1680,Pave,NA,Reg,Lvl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,630,672,1302,0,3,1,6,2009,COD,Abnorml,112000
327,60,RL,82,9950,Pave,NA,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,1214,1306,2520,0,4,1,9,2007,WD,Abnorml,290000
328,160,RM,21,1869,Pave,NA,Reg,Lvl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,483,504,987,0,2,1,5,2008,WD,Normal,106000
329,20,RL,70,8521,Pave,NA,Reg,Lvl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,912,0,912,0,3,1,5,2010,WD,Normal,125000
330,120,RL,43,3182,Pave,NA,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,1555,0,1555,0,2,1,7,2009,WD,Normal,192500
331,20,RL,73,8760,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,1194,0,1194,1,3,1,6,2010,WD,Normal,148000
332,60,RL,174,15138,Pave,NA,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,1490,1304,2794,1,4,1,9,2009,WD,Normal,403000
333,160,RM,21,1680,Pave,NA,Reg,Lvl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,483,504,987,0,2,1,5,2006,WD,Normal,94500
334,20,RL,75,10650,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,894,0,894,1,3,1,5,2010,WD,Normal,128200
335,60,RL,NA,7851,Pave,NA,Reg,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,860,1100,1960,1,4,1,8,2010,WD,Normal,216500
336,160,RM,21,1680,Pave,NA,Reg,Lvl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,483,504,987,0,2,1,5,2008,WD,Normal,89500
337,20,RL,65,8773,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,1414,0,1414,0,3,1,6,2010,WD,Normal,185500
338,60,RL,NA,9453,Pave,NA,IR1,Lvl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,1014,730,1744,0,3,1,7,2010,WD,Normal,194500
339,20,RL,93,12030,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,1694,0,1694,0,3,1,7,2007,New,Partial,318000
340,50,RL,52,8741,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,798,689,1487,0,3,1,7,2010,WD,Normal,113000
341,20,FV,75,9000,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,1566,0,1566,1,3,1,7,2010,WD,Normal,262500
342,30,RM,40,3880,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,866,0,866,0,2,1,4,2007,WD,Normal,110500
343,50,RM,63,5000,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,889,551,1440,0,3,1,6,2006,WD,Normal,79000
344,160,RL,75,10762,Pave,NA,Reg,Lvl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,626,591,1217,0,3,1,6,2009,WD,Normal,120000
345,60,RL,NA,8880,Pave,NA,IR1,Lvl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,1222,888,2110,1,3,1,8,2010,WD,Normal,205000
346,20,RL,80,10400,Pave,NA,Reg,Lvl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,1872,0,1872,0,3,1,6,2006,WD,Normal,241500
347,190,RM,69,9142,Pave,Grvl,Reg,Lvl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,908,1020,1928,0,4,2,9,2006,WD,Normal,137000
348,20,RL,75,11310,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,1375,0,1375,0,2,1,5,2006,WD,Normal,140000
349,60,RL,72,11317,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,840,828,1668,0,3,1,8,2007,WD,Normal,180000
350,50,RL,NA,159000,Pave,NA,IR2,Low,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,1444,700,2144,0,4,1,7,2007,WD,Normal,277000
351,30,RL,55,5350,Pave,NA,IR1,Lvl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,1306,0,1306,0,3,1,6,2010,WD,Normal,76500
352,120,RM,44,4750,Pave,NA,IR1,HLS,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,1625,0,1625,1,2,1,5,2007,WD,Family,235000
353,60,RL,65,8366,Pave,NA,IR1,Lvl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,798,842,1640,0,3,1,6,2008,WD,Normal,173000
354,80,RL,85,9350,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,1302,0,1302,0,3,1,7,2007,CWD,Normal,158000
355,20,RL,70,8400,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,1314,0,1314,1,3,1,5,2010,WD,Normal,145000
356,60,RL,66,8738,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,1005,1286,2291,0,4,1,8,2006,WD,Normal,230000
357,60,FV,64,8791,Pave,NA,IR1,Lvl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,864,864,1728,0,3,1,7,2008,WD,Normal,207500
358,20,RL,68,8814,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,1604,0,1604,1,3,1,8,2009,WD,Abnorml,220000
359,60,RL,80,12435,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,963,829,1792,0,3,1,7,2008,WD,Normal,231500
360,20,RM,70,12702,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,882,0,882,0,2,1,4,2008,WD,Normal,97000
361,80,RL,120,19296,Pave,NA,Reg,Lvl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,1382,0,1382,1,3,1,6,2009,WD,Normal,176000
362,60,RL,69,9588,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,1482,1092,2574,0,3,1,10,2007,New,Partial,276000
363,80,RL,88,8471,Pave,NA,IR1,Lvl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,1212,0,1212,1,3,1,6,2006,WD,Normal,151000
364,50,RM,50,5500,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,926,0,1316,1,3,1,6,2010,WD,Normal,130000
365,30,RM,30,5232,Pave,Grvl,IR3,Bnk,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,764,0,764,0,2,1,4,2008,WD,Normal,73000
366,20,RL,78,12090,Pave,NA,IR1,Lvl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,1422,0,1422,0,3,1,7,2008,WD,Normal,175500
367,60,RL,70,11207,Pave,NA,IR1,HLS,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,802,709,1511,1,3,1,8,2006,WD,Normal,185000
368,75,RL,60,8400,Pave,NA,Reg,Bnk,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,1052,720,2192,0,4,1,8,2008,WD,Normal,179500
369,30,RM,71,6900,Pave,NA,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,778,0,778,0,2,1,4,2008,WD,Normal,120500
370,20,RL,NA,7917,Pave,NA,IR1,Lvl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,1113,0,1113,1,3,1,6,2007,WD,Normal,148000
371,60,FV,84,10728,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,1095,844,1939,0,3,1,8,2006,New,Partial,266000
372,20,RL,73,39104,Pave,NA,IR1,Low,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,1363,0,1363,1,2,1,5,2008,WD,Normal,241500
373,60,RL,92,11764,Pave,NA,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,1164,1106,2270,0,4,1,9,2010,WD,Normal,290000
374,20,RL,80,9600,Pave,NA,Reg,Lvl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,1632,0,1632,1,3,1,6,2009,WD,Normal,139000
375,20,RL,76,8314,Pave,NA,Reg,Lvl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,816,0,816,0,2,1,5,2007,WD,Normal,124500
376,50,RL,55,7264,Pave,NA,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,952,596,1548,0,3,1,5,2009,WD,Normal,205000
377,20,RL,129,9196,Pave,NA,IR1,Lvl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,1560,0,1560,0,3,1,7,2010,WD,Normal,201000
378,20,RL,140,19138,Pave,NA,Reg,Lvl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,864,0,864,0,2,1,4,2010,WD,Normal,141000
379,20,RL,107,14450,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,2121,0,2121,0,3,1,8,2007,New,Partial,415298
380,60,RL,83,10005,Pave,NA,Reg,Lvl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,1156,866,2022,0,4,1,8,2008,WD,Normal,192000
381,60,RL,82,11287,Pave,NA,Reg,Lvl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,1175,807,1982,0,3,1,7,2007,WD,Normal,228500
382,20,FV,60,7200,Pave,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,1262,0,1262,0,2,1,5,2006,New,Partial,185000
383,120,RL,34,5063,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,1314,0,1314,1,2,1,6,2009,ConLw,Normal,207500
384,20,RL,74,9612,Pave,NA,Reg,Lvl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,1468,0,1468,0,3,1,6,2009,New,Partial,244600
385,120,RL,50,8012,Pave,NA,Reg,Lvl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,1575,0,1575,1,2,1,5,2007,WD,Normal,179200
386,160,FV,35,4251,Pave,Pave,IR1,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,625,625,1250,0,2,1,5,2007,New,Partial,164700
387,50,RL,77,9786,Pave,NA,IR1,Bnk,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,1085,649,1734,0,3,1,7,2006,WD,Normal,159000
388,20,RL,NA,8125,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,858,0,858,0,3,1,5,2006,WD,Normal,88000
389,20,RL,NA,9819,Pave,NA,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,900,0,900,0,3,1,5,2010,WD,Normal,122000
390,70,RL,60,8730,Pave,NA,Reg,Lvl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,698,698,1396,0,3,1,7,2007,WD,Normal,153575
391,60,RL,120,15611,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,1079,840,1919,0,3,1,8,2006,New,Partial,233230
392,190,RL,55,5687,Pave,Grvl,Reg,Bnk,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,936,780,1716,1,6,1,9,2008,WD,Normal,135900
393,50,RL,60,11409,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,1148,568,1716,0,3,1,8,2009,WD,Normal,131000
394,60,RL,NA,16659,Pave,NA,IR1,Lvl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,1468,795,2263,1,3,1,9,2006,WD,Normal,235000
395,20,RL,80,9600,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,1644,0,1644,1,3,1,7,2009,WD,Normal,167000
396,80,RL,37,7937,Pave,NA,IR1,Lvl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,1003,0,1003,1,3,1,6,2006,WD,Normal,142500
397,50,RM,75,13710,Pave,NA,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,910,648,1558,0,4,1,6,2007,WD,Normal,152000
398,60,FV,66,7399,Pave,Pave,IR1,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,975,975,1950,0,3,1,7,2007,WD,Normal,239000
399,60,RL,90,11700,Pave,NA,Reg,Lvl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,1041,702,1743,0,3,1,7,2007,WD,Normal,175000
400,20,RL,80,14000,Pave,NA,Reg,Lvl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,1152,0,1152,0,3,1,6,2009,WD,Family,158500
401,190,RL,90,15750,Pave,NA,Reg,Lvl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,1336,0,1336,1,2,1,5,2006,WD,Normal,157000
402,60,RL,66,16226,Pave,NA,IR3,Lvl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,1210,1242,2452,0,4,1,9,2007,WD,Normal,267000
403,20,RL,118,13704,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,1541,0,1541,0,3,1,6,2006,WD,Normal,205000
